,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
25956,NAC,North America and the Caribbean,BRB,Barbados,2005,All,Age_all,[All],2503.0,100.0,573.85959757,905.82398136
26019,NAC,North America and the Caribbean,BRB,Barbados,2006,All,Age_all,[All],2326.0,100.0,537.40792519,838.26767624
26082,NAC,North America and the Caribbean,BRB,Barbados,2007,All,Age_all,[All],2362.0,100.0,533.38573278,847.50627915
26146,NAC,North America and the Caribbean,BRB,Barbados,2008,All,Age_all,[All],2412.0,100.0,520.38336784,861.59473613
26211,NAC,North America and the Caribbean,BRB,Barbados,2009,All,Age_all,[All],2363.0,100.0,515.82234335,840.61414992
26271,NAC,North America and the Caribbean,BRB,Barbados,2010,All,Age_all,[All],2265.0,100.0,493.18088272,802.81854883
26334,NAC,North America and the Caribbean,BRB,Barbados,2011,All,Age_all,[All],2434.0,100.0,518.28384955,860.11018174
26418,NAC,North America and the Caribbean,BRB,Barbados,2012,All,Age_all,[All],2326.0,100.0,476.30408821,819.87726515
26481,NAC,North America and the Caribbean,BRB,Barbados,2013,All,Age_all,[All],2489.0,100.0,509.50604616,875.49596196
26565,EU,Europe,BLR,Belarus,1981,All,Age_all,[All],93136.0,100.0,813.47038559,960.21444404
26628,EU,Europe,BLR,Belarus,1982,All,Age_all,[All],93840.0,100.0,807.98420333,960.65845644
26690,EU,Europe,BLR,Belarus,1985,All,Age_all,[All],105690.0,100.0,864.90890406,1061.3896783
26754,EU,Europe,BLR,Belarus,1986,All,Age_all,[All],97276.0,100.0,785.22256568,971.34184091
26817,EU,Europe,BLR,Belarus,1987,All,Age_all,[All],99921.0,100.0,795.12492527,992.62887059
26880,EU,Europe,BLR,Belarus,1988,All,Age_all,[All],102671.0,100.0,805.64018957,1014.5255482
26943,EU,Europe,BLR,Belarus,1989,All,Age_all,[All],103479.0,100.0,806.1577782,1016.4132485
27006,EU,Europe,BLR,Belarus,1990,All,Age_all,[All],109582.0,100.0,846.59826037,1073.081405
27069,EU,Europe,BLR,Belarus,1991,All,Age_all,[All],114650.0,100.0,881.44167065,1120.4057501
27132,EU,Europe,BLR,Belarus,1992,All,Age_all,[All],116674.0,100.0,891.12017322,1132.9992814
27194,EU,Europe,BLR,Belarus,1993,All,Age_all,[All],128544.0,100.0,974.85229299,1245.6538171
27257,EU,Europe,BLR,Belarus,1994,All,Age_all,[All],130003.0,100.0,982.16366902,1261.148783
27320,EU,Europe,BLR,Belarus,1995,All,Age_all,[All],133775.0,100.0,1006.3965873,1301.2119679
27384,EU,Europe,BLR,Belarus,1996,All,Age_all,[All],142943.0,100.0,1055.7101195,1394.5386431
27447,EU,Europe,BLR,Belarus,1997,All,Age_all,[All],136653.0,100.0,1016.2054353,1337.1135029
27510,EU,Europe,BLR,Belarus,1998,All,Age_all,[All],137296.0,100.0,1015.4645835,1347.1618506
27573,EU,Europe,BLR,Belarus,1999,All,Age_all,[All],142025.0,100.0,1061.2976093,1415.2682557
27636,EU,Europe,BLR,Belarus,2000,All,Age_all,[All],134867.0,100.0,995.70485767,1348.0016608
27699,EU,Europe,BLR,Belarus,2001,All,Age_all,[All],140299.0,100.0,1030.8222172,1407.1145341
27762,EU,Europe,BLR,Belarus,2002,All,Age_all,[All],146658.0,100.0,1074.1772139,1477.6973079
27826,EU,Europe,BLR,Belarus,2003,All,Age_all,[All],143203.0,100.0,1040.7777021,1450.329386
27868,EU,Europe,BLR,Belarus,2007,All,Age_all,[All],132993.0,100.0,919.7273074,1370.7628315
27931,EU,Europe,BLR,Belarus,2008,All,Age_all,[All],133879.0,100.0,909.48607725,1382.9273717
28014,EU,Europe,BLR,Belarus,2009,All,Age_all,[All],135097.0,100.0,904.39799644,1397.3450888
28077,EU,Europe,BLR,Belarus,2010,All,Age_all,[All],137132.0,100.0,911.46013063,1444.9270398
28120,EU,Europe,BLR,Belarus,2011,All,Age_all,[All],135090.0,100.0,889.14166899,1426.0271005
28203,EU,Europe,BLR,Belarus,2013,All,Age_all,[All],125326.0,100.0,786.05666932,1323.9598534
28246,EU,Europe,BLR,Belarus,2014,All,Age_all,[All],121542.0,100.0,753.48979597,1282.8313778
28329,EU,Europe,BLR,Belarus,2018,All,Age_all,[All],120053.0,100.0,698.89305831,1265.9146165
28392,EU,Europe,BEL,Belgium,1954,All,Age_all,[All],105033.0,100.0,980.62146571,1190.9313559
